loss,val_loss
0.6703281402587891,0.21373994648456573
0.3330305516719818,0.2011573314666748
0.3143164813518524,0.1942470818758011
0.3048751652240753,0.19515356421470642
0.2994847595691681,0.18283842504024506
0.292470246553421,0.16447575390338898
0.28217360377311707,0.1598222702741623
0.27899473905563354,0.15446431934833527
0.27115270495414734,0.1481846272945404
0.2676345109939575,0.14535579085350037
0.26276156306266785,0.13775785267353058
0.25998130440711975,0.1417592465877533
0.25669926404953003,0.14418473839759827
0.25797078013420105,0.1444685161113739
0.25185391306877136,0.1423957198858261
0.24930071830749512,0.13580046594142914
0.2475716769695282,0.13231605291366577
0.24817965924739838,0.1404700130224228
0.2463090717792511,0.1298871487379074
0.24551363289356232,0.13200052082538605
0.2465306967496872,0.13254699110984802
0.2437853217124939,0.12716831266880035
0.24429763853549957,0.12506286799907684
0.24431169033050537,0.13626772165298462
0.23934738337993622,0.12319456040859222
0.23618724942207336,0.12719662487506866
0.2421347200870514,0.12562794983386993
0.23579640686511993,0.12066211551427841
0.23480060696601868,0.11834526807069778
0.2332950234413147,0.12044490873813629
0.23483364284038544,0.11302395910024643
0.23520277440547943,0.11605565249919891
0.23077119886875153,0.10921577364206314
0.23000264167785645,0.11863754689693451
0.23252172768115997,0.1106579378247261
0.22991681098937988,0.11981765180826187
0.22862409055233002,0.10863588005304337
0.2280004322528839,0.10321252793073654
0.22580981254577637,0.10547222942113876
0.2270369678735733,0.10281690955162048
0.2221689075231552,0.10524636507034302
0.22313548624515533,0.1022692620754242
0.22157636284828186,0.09546919167041779
0.21852464973926544,0.09998553991317749
0.21978865563869476,0.10212402045726776
0.2226715087890625,0.09074172377586365
0.21443867683410645,0.0941036120057106
0.21856941282749176,0.09318657964468002
0.2163923680782318,0.09044089168310165
0.2162581831216812,0.08937623351812363
0.21177200973033905,0.08407256752252579
0.21401192247867584,0.0833144560456276
0.21323250234127045,0.10146024078130722
0.21702732145786285,0.09358258545398712
0.2180783599615097,0.08974719047546387
0.21037432551383972,0.088999442756176
0.2102077305316925,0.08640733361244202
0.21154634654521942,0.09081516414880753
0.20950321853160858,0.08027098327875137
0.20900830626487732,0.08647941797971725
0.21171963214874268,0.07949923723936081
0.21305713057518005,0.07983755320310593
0.20936372876167297,0.08094697445631027
0.209768608212471,0.0833015888929367
0.20934337377548218,0.08879430592060089
0.21332237124443054,0.08330751955509186
0.20868346095085144,0.0809388980269432
0.20910754799842834,0.09566450864076614
0.20946849882602692,0.08642186969518661
0.20923809707164764,0.07755613327026367
0.2071373015642166,0.07493762671947479
0.20677997171878815,0.09301643073558807
0.20943528413772583,0.07087118178606033
0.2054118812084198,0.07309956848621368
0.20630139112472534,0.07691051065921783
0.20610253512859344,0.07880885899066925
0.200417622923851,0.0732438936829567
0.2048715054988861,0.08864802122116089
0.2080458402633667,0.07141171395778656
0.20497524738311768,0.08004258573055267
0.20658807456493378,0.08308684825897217
0.20417888462543488,0.07615125179290771
0.20269875228405,0.06885764002799988
0.19948099553585052,0.08012312650680542
0.20891191065311432,0.0676303580403328
0.19689469039440155,0.08070623874664307
0.2016483098268509,0.0692695677280426
0.20347960293293,0.08063914626836777
0.19833797216415405,0.07242273539304733
0.19953559339046478,0.06614154577255249
0.19197270274162292,0.06645797193050385
0.19379615783691406,0.05613258481025696
0.18884623050689697,0.05378757417201996
0.19192741811275482,0.04423794895410538
0.1847391128540039,0.042199015617370605
0.1943109631538391,0.07714249193668365
0.20023509860038757,0.07600446790456772
0.19527684152126312,0.07788027077913284
0.19978618621826172,0.07377611100673676
0.19415698945522308,0.06980589777231216
0.1978076696395874,0.06398989260196686
0.20027579367160797,0.061646077781915665
0.19312433898448944,0.06452222913503647
0.19906340539455414,0.07214463502168655
0.19870147109031677,0.07407049834728241
0.1982569396495819,0.06283006817102432
0.19858159124851227,0.06582686305046082
0.1996823400259018,0.06562773138284683
0.19449515640735626,0.05931556597352028
0.19442474842071533,0.07079111784696579
0.19693312048912048,0.06604067236185074
0.19805410504341125,0.07558608055114746
0.19673508405685425,0.06428901106119156
0.1937246173620224,0.06480981409549713
0.19543218612670898,0.071650929749012
